år,navn,platform,Platform/OS version,udvikler,udgiver,Spilllets url,Udviklers URL,omtale URL,Anmeldelse URL,Screenshot,Video,Metascore,Genre,Noter,Cover,i beholdning,unikke titler,Fysisk medie,Online,Mobil(portal),Konsolportal + steam,Sorteringsår,Har på lokal maskine (server),I Netarkivet,Netarkivet URL - til spil eller landing page,Netarkivering - noter,Har Rex-post,Itunes Info,Games Preingest - Placering (OBS: inkomplet registrering),Alternative titler,Kolonne1,Kolonne2,Kolonne3,Kolonne4,Kolonne5,Kolonne6,Kolonne7,Kolonne8,Kolonne9,Kolonne10,Kolonne11,Kolonne12,Kolonne13,Kolonne14,Kolonne15,Kolonne16,Kolonne17,Kolonne18,Kolonne19,Kolonne20,Kolonne21,Kolonne22,Kolonne23,Kolonne24,Kolonne25,Kolonne26,Kolonne27,Kolonne28,Kolonne29,Kolonne30,Kolonne31,Kolonne32,Kolonne33,Kolonne34,Kolonne35,Kolonne36,Kolonne37,Kolonne38,Kolonne39,Kolonne40,Kolonne41,Kolonne42,Kolonne43,Kolonne44,Kolonne45,Kolonne46,Kolonne47,Kolonne48,Kolonne49,Kolonne50,Kolonne51,Kolonne52,Kolonne53,Kolonne54,Kolonne55,Kolonne56,Kolonne57,Kolonne58,Kolonne59,Kolonne60,Kolonne61,Kolonne62,Kolonne63,Kolonne64,Kolonne65,Kolonne66,Kolonne67,Kolonne68,Kolonne69,Kolonne70,Kolonne71,Kolonne72,Kolonne73,Kolonne74,Kolonne75,Kolonne76,Kolonne77,Kolonne78,Kolonne79,Kolonne80,Kolonne81,Kolonne82,Kolonne83,Kolonne84,Kolonne85,Kolonne86,Kolonne87,Kolonne88,Kolonne89,Kolonne90,Kolonne91,Kolonne92,Kolonne93,Kolonne94,Kolonne95,Kolonne96,Kolonne97,Kolonne98,Kolonne99,Kolonne100,Kolonne101,Kolonne102,Kolonne103,Kolonne104,Kolonne105,Kolonne106,Kolonne107,Kolonne108,Kolonne109,Kolonne110,Kolonne111,Kolonne112,Kolonne113,Kolonne114,Kolonne115,Kolonne116,Kolonne117,Kolonne118,Kolonne119,Kolonne120,Kolonne121,Kolonne122,Kolonne123,Kolonne124,Kolonne125,Kolonne126,Kolonne127,Kolonne128,Kolonne129,Kolonne130,Kolonne131,Kolonne132,Kolonne133,Kolonne134,Kolonne135,Kolonne136,Kolonne137,Kolonne138,Kolonne139,Kolonne140,Kolonne141,Kolonne142,Kolonne143,Kolonne144,Kolonne145,Kolonne146,Kolonne147,Kolonne148,Kolonne149,Kolonne150,Kolonne151,Kolonne152,Kolonne153,Kolonne154,Kolonne155,Kolonne156,Kolonne157,Kolonne158,Kolonne159,Kolonne160,Kolonne161,Kolonne162,Kolonne163,Kolonne164,Kolonne165,Kolonne166,Kolonne167,Kolonne168,Kolonne169,Kolonne170,Kolonne171,Kolonne172,Kolonne173,Kolonne174,Kolonne175,Kolonne176,Kolonne177,Kolonne178,Kolonne179,Kolonne180,Kolonne181,Kolonne182,Kolonne183,Kolonne184,Kolonne185,Kolonne186,Kolonne187,Kolonne188,Kolonne189,Kolonne190,Kolonne191,Kolonne192,Kolonne193,Kolonne194,Kolonne195,Kolonne196,Kolonne197,Kolonne198,Kolonne199,Kolonne200,Kolonne201,Kolonne202,Kolonne203,Kolonne204,Kolonne205,Kolonne206,Kolonne207,Kolonne208,Kolonne209,Kolonne210,Kolonne211,Kolonne212,Kolonne213,Kolonne214,Kolonne215,Kolonne216,Kolonne217,Kolonne218,Kolonne219,Kolonne220,Kolonne221,Kolonne222,Kolonne223,Kolonne224,Kolonne225
2015,Pirate Showdown,Android 2.3+,,Unbound Development,Unbound Development,https://play.google.com/store/apps/details?id=com.reinholdtmoller.showdown&rdid=com.reinholdtmoller.showdown,http://reinholdtmoller.com/,,,,,,,1.0 hentet den 6/1/17,,1,1,0,0,1,0,2015/06/04,1,0,https://play.google.com/store/apps/details?id=com.reinholdtmoller.showdown&rdid=com.reinholdtmoller.showdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Hugo Superstars (Christiano Ronaldo: SuperStar Skater),Android 3.0+,,Hugo Games A/S,Hugo Games ApS,https://play.google.com/store/apps/details?id=com.hugogames.superskater,hugogames.com,,,,,,,1.02.00 hentet den 20/1/16,,1,0,0,0,1,0,2015/06/04,1,0,https://play.google.com/store/apps/details?id=com.hugogames.superskater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Blades of brim,Android 4.0.3+,,SYBO,Sybo SARL,https://play.google.com/store/apps/details?id=com.sybogames.brim&rdid=com.sybogames.brim,sybogames.com,,,,,,,2.7.1 hentet den 11/1/17,,1,0,0,0,1,0,2015/06/04,1,0,https://play.google.com/store/apps/details?id=com.sybogames.brim&rdid=com.sybogames.brim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Hugo Superstars (Christiano Ronaldo: SuperStar Skater),iOS 6.0+,,Hugo Games A/S,Hugo Games ApS,https://itunes.apple.com/app/id987940203,hugogames.com,,,,,,,1.2.0 hentet den 20/1/16,,1,1,0,0,1,0,2015/06/04,1,0,https://itunes.apple.com/app/id987940203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Blades of brim,iOS 6.0+,,SYBO,Sybo SARL,https://itunes.apple.com/app/id891278325,sybogames.com,,,,,,,2.0.0 hentet den 20/1/16,,1,1,0,0,1,0,2015/06/04,1,0,https://itunes.apple.com/app/id891278325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Parachute Bird,iOS,,Zapnes,Zapnes,https://itunes.apple.com/us/app/parachute-bird/id969792015,zapnes.com,,,,,,,findes ikke længere i itunes - 6/1/17,,0,0,0,0,1,0,2015/06/04,0,0,https://itunes.apple.com/us/app/parachute-bird/id969792015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Solitaire FRVR,iOS 6.0+,,FRVR ApS,FRVR ApS,https://itunes.apple.com/us/app/solitaire-frvr/id911820971?mt=8,frvr.com,,,,,,,3.4.0 hentet den 14/10/15,,1,0,0,0,1,0,2015/06/06,1,0,https://itunes.apple.com/us/app/solitaire-frvr/id911820971?mt=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Tactygon (Demo),Web (Unity),,"Tactygon (Henrik L. Schou-Pedersen, Lena Kikko Henriksen, Kasper Ingdahl Andkjær, Mehdi Nadif, Frederik List)",Tactygon,http://www.kongregate.com/games/plitarko/tactygon-demo,tactygon.com,,,,,,,,,1,0,0,1,0,0,2015/06/06,1,0,http://www.kongregate.com/games/plitarko/tactygon-demo,,,,\Flere spil plus oversigt\Henrik L. Schou-Pedersen\Tactygon\Tactygon Web.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Bag o' Beer,Web (Flash),,digout,digout,http://digout.dk/games/bagobeer/,digout.dk,,,,,,,Valgspil,,0,1,0,1,0,0,2015/06/08,0,0,http://digout.dk/games/bagobeer/,TJEK LIGE ORDENTLIGT!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Quest for oil 2.0,Android 2.3+,,Serious Games Interactive,Mærsk A/S,https://play.google.com/store/apps/details?id=com.maersk.questforoil2,seriousgames.dk,,,,,,,2.0.2 hentet den 29/6/15,,1,0,0,0,1,0,2015/06/09,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Tryk på farverne til babyer,Android,,thasmobi (Tommy Hass),,https://play.google.com/store/apps/details?id=com.thasmobi.catch01.full,,,,,,,,,,1,0,0,0,1,0,2015/06/10,,0,https://play.google.com/store/apps/details?id=com.thasmobi.catch01.full,,,,,Tap the Color Dots for infants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Iaido,Windows,,"Erik Høyrup Jørgensen, Jakob Quaade, Jonas Antvorskov",,https://wonderfish.dk/games/iaido/,,,,,,,,,https://wonderfish.dk/wp-content/uploads/2015/06/Iaido-preview-250x250.png,1,1,0,0,0,0,2015/06/12,,1,http://wonderfish.dk/games/iaido/,,,,\Flere spil plus oversigt\Erik Høyrup Jørgensen\Iaido\iaido-windows.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Pirate Showdown,iOS 6.0+,,Captain Squiddy,Captain Squiddy,https://itunes.apple.com/ky/app/pirate-showdown/id1001529582?mt=8,http://reinholdtmoller.com/,,,,,,,1.0 hentet den 6/1/17,,1,0,0,0,1,0,2015/06/16,1,0,https://itunes.apple.com/ky/app/pirate-showdown/id1001529582?mt=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,The Nifty Rock Scissors Paper Board Game,iOS 6.0+,,Peter Bovin,Peter Henrik Bovin,https://itunes.apple.com/us/app/nifty-rock-scissors-paper/id988943150?mt=8,bovinbook.dk,,,,,,,1.0 hentet den 25/9/15,,1,1,0,0,1,0,2015/06/20,1,0,https://itunes.apple.com/us/app/nifty-rock-scissors-paper/id988943150?mt=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Smart Parat Svar,Android 4.1+,,OK Monkey IVS,OK Monkey IVS,https://play.google.com/store/apps/details?id=dk.okmonkey.smartparatsvar2,okmonkey.dk,,,,,,,1.1.1 hentet den 18/4/16,,1,0,0,0,1,0,2015/06/29,1,0,https://play.google.com/store/apps/details?id=dk.okmonkey.smartparatsvar2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,NEMQUIZ,Android 4.1+,,OK Monkey IVS,OK Monkey IVS,https://play.google.com/store/apps/details?id=dk.okmonkey.nemquiz,okmonkey.dk,,,,,,,1.0.2 hentet den 18/4/16,,1,0,0,0,1,0,2015/06/29,1,0,https://play.google.com/store/apps/details?id=dk.okmonkey.nemquiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Playing History: Vikings,Win/OSX (Download),,Serious Games Interactive,Serious Games Interactive,http://shop.seriousgames.net/produkt/playing-history/vikings.html,seriousgames.net,,,,,,,,,2,1,0,1,0,0,2015/07/01,2,0,MIMER,,,,\Flere spil plus oversigt\Serious Games (1) (1)\Masters\Playing History\PH_Vikings\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Beyond the Brick Wall,Web (Flash),,Daniel Svejstrup Christensen (Drakkashi),WAG Challenge,https://drakkashi.itch.io/beyond-the-brick-wall,http://www.drakkashi.com/,http://www.drakkashi.com/portfolio/wag2015.php,,,,,,Hentet den 10/9/2018,,1,1,0,1,0,0,2015/07/01,,0,http://www.drakkashi.com/portfolio/wag2015.php,,,,\Flere spil plus oversigt\Daniel Svejstrup Christensen\Beyond the Brick Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Space Hulk,PS3,,Full Control,Hoplite Research,https://store.playstation.com/da-dk/product/EP4358-NPEB02244_00-SPACEHULK0000027,http://www.fullcontrol.dk/games_spacehulk.html,,,,,,,,,0,0,0,0,0,1,2015/07/01,0,0,https://store.playstation.com/da-dk/product/EP4358-NPEB02244_00-SPACEHULK0000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,SOAK,Android 2.3+,,BoaNeo AB,BoaNeo AB,https://play.google.com/store/apps/details?id=com.boaneo.soak,boaneo.com,,,,,,,1.152 hentet den 3/2/16,,1,0,0,0,1,0,2015/07/06,1,0,https://play.google.com/store/apps/details?id=com.boaneo.soak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,B.A.E.Bot,Windows (Download),,Tyler Harwood - Soulgryn,Tyler Harwood - Soulgryn,http://gamejolt.com/games/b-a-e-bot/80556,,,,,,,,"ikke dk-dev, men grafik",,1,1,0,1,0,0,2015/07/20,1,0,http://gamejolt.com/games/b-a-e-bot/80556,,,,\Flere spil plus oversigt\Tyler_harwood\b-a-e_bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Paparazzi Run - superstar dash,Android 4.4+,,Level Rewind Games,Level Rewind Games,https://play.google.com/store/apps/details?id=com.playscape.paparazzi&rdid=com.playscape.paparazzi,levelrewind.com,,,,,,,2.0 hentet den 19/12/16,,1,0,0,0,1,0,2015/07/23,1,0,https://play.google.com/store/apps/details?id=com.playscape.paparazzi&rdid=com.playscape.paparazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Paparazzi Run,iOS 6.0+,,LEVEL REWIND ApS,LEVEL REWIND ApS,https://itunes.apple.com/us/app/paparazzi-run/id899906489?mt=8,levelrewind.com,,,,,,,1.26 hentet den 19/12/16,,1,1,0,0,1,0,2015/07/23,1,0,https://itunes.apple.com/us/app/paparazzi-run/id899906489?mt=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Chronology - Time Changes Everything,Android 2.3.3+,,Bedtime Digital Games  ,Bedtime Digital Games,https://play.google.com/store/apps/details?id=com.osao.chronology,bedtime.io,,,,,,,hentet den 26/10/2016,,1,0,0,0,1,0,2015/07/27,1,0,https://play.google.com/store/apps/details?id=com.osao.chronology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Balance Benny,iOS 6.0+,,Chroma Studios,Chroma Studios,https://itunes.apple.com/us/app/balance-benny/id1000783840?ls=1&mt=8,chroma-studios.com,,,,,,,1.0.2 hentet den 6/1/17,,1,0,0,0,1,0,2015/07/27,1,0,https://itunes.apple.com/us/app/balance-benny/id1000783840?ls=1&mt=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Balance Benny,Android 4.1+,,Chroma Studios,Chroma Studios,https://play.google.com/store/apps/details?id=com.chromastudios.benny&rdid=com.chromastudios.benny,chroma-studios.com,,,,,,,1.2 hentet den 6/1/17,,1,1,0,0,1,0,2015/07/30,1,0,https://play.google.com/store/apps/details?id=com.chromastudios.benny&rdid=com.chromastudios.benny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Gunjitsu,Windows / Mac (Steam),,Decent Machine,Beatnik Games,http://store.steampowered.com/app/280010,,,,,,,,Steam early access hentet 6/1/17,,1,1,0,0,0,1,2015/07/31,1,0,http://store.steampowered.com/app/280010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,President for a day: Corruption,Win/OSX (Download),,Serious Games Interactive,Serious Games Interactive,http://shop.seriousgames.net/produkt/praesident-for-en-dag/corruption.html,seriousgames.net,,,,,,,,,2,1,0,1,0,0,2015/08/05,1,0,MIMER,,,,\Flere spil plus oversigt\Serious Games (1) (1)\Masters\President for a Day\PFAD_Corruption\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Smart Parat Svar,iOS 7.0+,,OK Monkey IVS,OK Monkey IVS,https://itunes.apple.com/dk/app/smart-parat-svar/id923897244?mt=8,okmonkey.dk,,,,,,,1.1.1 hentet den 18/4/16,,1,1,0,0,1,0,2015/08/12,1,0,https://itunes.apple.com/dk/app/smart-parat-svar/id923897244?mt=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,NEMQUIZ,iOS 7.0+,,OK Monkey IVS,OK Monkey IVS,https://itunes.apple.com/us/app/nemquiz/id991268744?mt=8,okmonkey.dk,,,,,,,1.0.4 hentet den 18-4-16,,1,1,0,0,1,0,2015/08/12,1,0,https://itunes.apple.com/us/app/nemquiz/id991268744?mt=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
